user,activity,timestamp,x-axis,y-axis,z-axis
1,Walking,4996790000000.00,3.53,6.51,-0.95
1,Walking,4996840000000.00,3.53,8.73,-1.18
1,Walking,4996890000000.00,8.16,12.6,1.61
1,Walking,4996940000000.00,11.88,10.76,1.31
1,Walking,4996990000000.00,12.57,10.65,3.87
1,Walking,4997040000000.00,6.74,15.51,-0.38
1,Walking,4997090000000.00,2.91,19.5,-4.63
1,Walking,4997140000000.00,-0.11,15.02,-5.94
1,Walking,4997190000000.00,4.67,5.18,-0.76
1,Walking,4997240000000.00,0.57,3.53,-1.33
1,Walking,4997290000000.00,-2.83,2.79,-3.02
1,Walking,4997340000000.00,-9.58,5.13,-4.25
1,Walking,4997390000000.00,9.04,9.77,12.11
1,Walking,4997440000000.00,19.04,16.02,3.11
1,Walking,4997490000000.00,6.85,14.1,0.72
1,Walking,4997540000000.00,-4.1,7.97,-4.52
1,Walking,4997590000000.00,-3.26,8.28,-2.83
1,Walking,4997640000000.00,0.99,13.91,-2.03
1,Walking,4997690000000.00,4.21,8.89,-1.5
1,Walking,4997740000000.00,9.08,6.63,1.33
1,Walking,4997790000000.00,6.09,6.51,-0.53
1,Walking,4997840000000.00,3.45,7.97,-0.91
1,Walking,4997890000000.00,2.18,9.23,-1.65
1,Walking,4997940000000.00,4.71,10.5,-0.8
1,Walking,4997990000000.00,7.78,11.14,-0.76
1,Walking,4998040000000.00,11.5,11.18,5.22
1,Walking,4998090000000.00,10.19,11.56,2.11
1,Walking,4998140000000.00,4.67,17.47,-1.92
1,Walking,4998190000000.00,-0.27,18.35,-7.46
1,Walking,4998240000000.00,-1.38,8.08,-0.91
1,Walking,4998290000000.00,3.68,4.56,-1.08
1,Walking,4998340000000.00,0.95,2.72,-1.33
1,Walking,4998390000000.00,-4.06,4.06,-3.11
1,Walking,4998440000000.00,-3.57,8.2,4.4
1,Walking,4998490000000.00,19.53,17.01,1.27
1,Walking,4998540000000.00,5.67,5.37,-0.95
1,Walking,4998590000000.00,-0.99,15.75,-1.23
1,Walking,4998590000000.00,-0.99,15.75,-1.23
1,Walking,4998650000000.00,-0.69,10.23,-3.98
1,Walking,4998700000000.00,1.27,10.53,-1.84
1,Walking,4998750000000.00,3.53,9.11,-1.53
1,Walking,4998800000000.00,5.79,7.55,-0.99
1,Walking,4998850000000.00,6.51,6.28,-0.89
1,Walking,4998900000000.00,3.57,7.67,0.11
1,Walking,4998950000000.00,4.48,10.84,0.11
1,Walking,4999000000000.00,6.51,10.73,0.89
1,Walking,4999050000000.00,9.7,10.8,0.15
1,Walking,4999100000000.00,12.3,11.5,5.09
1,Walking,4999150000000.00,7.01,13.53,0
1,Walking,4999200000000.00,2.76,19.11,-4.4
1,Walking,4999250000000.00,-1.14,15.66,-8.05
1,Walking,4999300000000.00,0.76,4.79,2.3
1,Walking,4999350000000.00,2.68,2.37,-1.14
1,Walking,4999400000000.00,-2.79,2.37,-2.22
1,Walking,4999450000000.00,-8.24,4.6,-2.11
1,Walking,4999500000000.00,17.35,15.66,5.01
1,Walking,4999550000000.00,13.25,10.76,1.92
1,Walking,4999600000000.00,3.21,16.13,0.5
1,Walking,4999650000000.00,-3.21,8.39,-4.71
1,Walking,4999700000000.00,-1.92,10.73,-2.07
1,Walking,4999750000000.00,0.95,10.46,-1.76
1,Walking,4999800000000.00,4.67,7.97,-1.99
1,Walking,4999850000000.00,5.94,6.17,-1.33
1,Walking,4999900000000.00,4.52,7.31,-0.46
1,Walking,4999950000000.00,3.21,10.69,1.31
1,Walking,5000000000000.00,4.48,12.45,1.54
1,Walking,5000050000000.00,11.03,9,0.11
1,Walking,5000100000000.00,14.02,11.41,5.13
1,Walking,5000150000000.00,7.89,13.63,-0.15
1,Walking,5000200000000.00,3.83,19.04,-3.68
1,Walking,5000250000000.00,-1.5,16.7,-9.15
1,Walking,5000300000000.00,-0.8,5.6,3.53
1,Walking,5000350000000.00,2.96,2.3,-1.27
1,Walking,5000400000000.00,-0.99,1.84,-2.11
1,Walking,5000450000000.00,-6.97,4.37,-4.63
1,Walking,5000500000000.00,10.88,15.02,10.61
1,Walking,5000550000000.00,16.63,12.76,3.83
1,Walking,5000600000000.00,2.76,10.23,-2.07
1,Walking,5000650000000.00,-2.45,13.48,-4.37
1,Walking,5000700000000.00,-2.49,10.42,-1.88
1,Walking,5000750000000.00,1.18,10.38,-1.46
1,Walking,5000800000000.00,4.79,8.77,-1.88
1,Walking,5000850000000.00,6.02,6.74,-1.53
1,Walking,5000900000000.00,4.99,6.13,-0.8
1,Walking,5000950000000.00,3.68,9.23,-0.19
1,Walking,5001060000000.00,9.19,10.08,-0.08
1,Walking,5001060000000.00,9.19,10.08,-0.08
1,Walking,5001110000000.00,11.92,11.65,4.71
1,Walking,5001160000000.00,8.01,11.14,1.46
1,Walking,5001210000000.00,5.79,16.02,-2.49
1,Walking,5001260000000.00,1.8,18.7,-6.89
1,Walking,5001320000000.00,-0.89,9.51,-4.1
1,Walking,5001370000000.00,3.15,4.79,-0.19
1,Walking,5001420000000.00,0,3.15,-0.69
1,Walking,5001470000000.00,-5.41,3.68,-3.87
1,Walking,5001520000000.00,-1.08,10.15,7.67
1,Walking,5001570000000.00,19.57,15.64,1.27
1,Walking,5001620000000.00,7.27,5.67,-3.26
1,Walking,5001670000000.00,-1.57,16.63,-1.65
1,Walking,5001720000000.00,-5.48,10.76,-3.36
1,Walking,5001770000000.00,-0.61,10,-0.27
1,Walking,5001820000000.00,3.11,10.8,-1.23
1,Walking,5001870000000.00,5.86,8.2,-2.14
1,Walking,5001920000000.00,6.17,6.13,-1.65
1,Walking,5001970000000.00,4.82,6.7,-0.19
1,Walking,5002020000000.00,3.6,10.61,0.42
1,Walking,5002070000000.00,6.09,11.88,1.18
1,Walking,5002120000000.00,10.38,9.77,1.8
1,Walking,5002170000000.00,12.64,10.76,3.57
1,Walking,5002220000000.00,7.16,14.18,-1.5
1,Walking,5002270000000.00,2.49,19.5,-3.76
1,Walking,5002320000000.00,-2.83,14.02,-3.6
1,Walking,5002370000000.00,-0.15,6.7,-0.91
1,Walking,5002420000000.00,5.22,2.37,-0.76
1,Walking,5002470000000.00,-1.18,3.68,-1.92
1,Walking,5002520000000.00,-6.7,4.4,-3.83
1,Walking,5002570000000.00,6.51,11.88,11.5
1,Walking,5002620000000.00,18.85,15.4,5.33
1,Walking,5002670000000.00,5.05,7.4,-5.82
1,Walking,5002720000000.00,-1.95,14.06,-1.46
1,Walking,5002770000000.00,-4.1,10.5,-3.15
1,Walking,5002820000000.00,0.95,11.65,-1.95
1,Walking,5002870000000.00,3.99,10.34,-2.26
1,Walking,5002920000000.00,5.56,7.63,-1.23
1,Walking,5002970000000.00,5.24,5.86,-0.8
1,Walking,5003020000000.00,4.37,7.16,-0.46
1,Walking,5003070000000.00,3.83,8.24,-0.38
1,Walking,5003120000000.00,6.7,11.45,-0.72
1,Walking,5003170000000.00,7.7,11.3,3.49
1,Walking,5003220000000.00,12.18,11.37,5.79
1,Walking,5003270000000.00,6.82,14.37,0.61
1,Walking,5003320000000.00,3.87,18.96,-2.64
1,Walking,5003370000000.00,-1.33,17.58,-8.12
1,Walking,5003420000000.00,0.89,5.6,-0.15
1,Walking,5003470000000.00,5.18,1.99,-0.84
1,Walking,5003520000000.00,-1.5,2.56,-2.45
1,Walking,5003570000000.00,-5.94,1.73,-2.14
1,Walking,5003620000000.00,5.67,7.55,9.11
1,Walking,5003670000000.00,19.53,16.93,5.05
1,Walking,5003720000000.00,7.5,6.4,0.11
1,Walking,5003770000000.00,0.19,16.74,1.04
1,Walking,5003820000000.00,-2.3,12.6,-4.18
1,Walking,5003870000000.00,-0.53,9.62,-2.75
1,Walking,5003920000000.00,2.76,10.34,-3.26
1,Walking,5003970000000.00,4.6,8.31,-1.95
1,Walking,5004020000000.00,5.01,5.83,-0.57
1,Walking,5004070000000.00,4.56,7.08,-0.89
1,Walking,5004120000000.00,3.26,9.47,2.22
1,Walking,5004170000000.00,8.35,11.37,-0.34
1,Walking,5004220000000.00,9.96,10.23,0.95
1,Walking,5004270000000.00,12.57,11.03,3.57
1,Walking,5004320000000.00,7.01,12.91,0.53
1,Walking,5004370000000.00,4.33,18.92,-3.26
1,Walking,5004420000000.00,-0.61,17.67,-8.01
1,Walking,5004470000000.00,1.12,7.01,-0.5
1,Walking,5004520000000.00,3.38,2.49,-0.99
1,Walking,5004570000000.00,-3.26,2.53,-1.95
1,Walking,5004620000000.00,-8.96,2.53,-4.06
1,Walking,5004670000000.00,11.03,13.63,7.78
1,Walking,5004720000000.00,17.43,15.17,3.91
1,Walking,5004770000000.00,3.64,14.9,0.93
1,Walking,5004820000000.00,-5.63,7.63,-6.74
1,Walking,5004870000000.00,-3.98,10.99,-1.8
1,Walking,5004920000000.00,0.95,10.73,-1.65
1,Walking,5004970000000.00,4.44,9.11,-1.95
1,Walking,5005020000000.00,7.08,6.85,-1.57
1,Walking,5005070000000.00,5.71,5.98,-1.99
1,Walking,5005120000000.00,4.29,9.47,1.27
1,Walking,5005170000000.00,6.51,11.96,0.11
1,Walking,5005220000000.00,9.43,9.92,0.76
1,Walking,5005270000000.00,10.61,12.22,4.52
1,Walking,5005330000000.00,6.82,12.72,1.18
1,Walking,5005380000000.00,4.71,18.54,-3.34
1,Walking,5005430000000.00,-0.72,17.39,-8.31
1,Walking,5005480000000.00,-1.14,6.66,1.84
1,Walking,5005530000000.00,1.04,2.49,-1.42
1,Walking,5005580000000.00,-2.11,2.49,-2.3
1,Walking,5005630000000.00,-7.44,3.72,-1.69
1,Walking,5005680000000.00,15.7,14.25,5.05
1,Walking,5005730000000.00,13.18,11.07,6.97
1,Walking,5005780000000.00,-7.55,8.54,1.54
1,Walking,5005830000000.00,2.6,18.35,-6.82
1,Walking,5005880000000.00,0.53,7.55,-4.06
1,Walking,5005930000000.00,1.61,8.43,-1.95
1,Walking,5005980000000.00,3.95,9.34,-2.56
1,Walking,5006030000000.00,3.95,5.52,-1.57
1,Walking,5006030000000.00,3.95,5.52,-1.57
1,Walking,5006100000000.00,3.45,8.5,-0.11
1,Walking,5006150000000.00,6.4,10.15,-0.57
1,Walking,5006200000000.00,7.86,10.57,0.04
1,Walking,5006250000000.00,10.65,10.76,2.64
1,Walking,5006300000000.00,11.14,11.96,3.68
1,Walking,5006350000000.00,6.85,16.44,-1.76
1,Walking,5006400000000.00,0.69,19.57,-5.82
1,Walking,5006450000000.00,-3.79,12.18,-3.26
1,Walking,5006500000000.00,0,4.18,-1.84
1,Walking,5006550000000.00,3.06,1.33,-0.99
1,Walking,5006600000000.00,-3.98,3.02,-1.99
1,Walking,5006650000000.00,-5.48,5.86,2.79
1,Walking,5006700000000.00,19.57,17.73,0.89
1,Walking,5006750000000.00,5.09,5.13,-0.11
1,Walking,5006800000000.00,-1.18,16.02,1.95
1,Walking,5006850000000.00,0.89,12.26,-6.36
1,Walking,5006900000000.00,1.04,7.86,-2.91
1,Walking,5006950000000.00,1.99,10.46,-2.18
1,Walking,5007000000000.00,3.68,7.89,-1.95
1,Walking,5007050000000.00,4.37,5.71,-1.18
1,Walking,5007100000000.00,4.37,9.43,2.79
1,Walking,5007150000000.00,5.79,9.72,-0.72
1,Walking,5007200000000.00,8.2,10.08,0.46
1,Walking,5007250000000.00,11.45,9.72,1.27
1,Walking,5007300000000.00,12.6,11.69,4.67
1,Walking,5007350000000.00,6.28,17.2,-1.57
1,Walking,5007400000000.00,0.34,19.57,-7.46
1,Walking,5007450000000.00,-3.6,11.84,1.73
1,Walking,5007500000000.00,2.49,4.99,-3.34
1,Walking,5007550000000.00,2.15,1.61,-0.95
1,Walking,5007600000000.00,-4.25,2.3,-2.53
1,Walking,5007650000000.00,-6.13,4.37,0.19
1,Walking,5007700000000.00,19,18.05,6.47
1,Walking,5007750000000.00,7.4,9.77,2.6
1,Walking,5007800000000.00,-3.6,14.21,-0.04
1,Walking,5007850000000.00,-1.23,9.19,-5.2
1,Walking,5007900000000.00,1.92,12.26,-3.83
1,Walking,5007950000000.00,3.17,9.51,-2.56
1,Walking,5008000000000.00,5.05,7.7,-1.65
1,Walking,5008050000000.00,6.4,6.78,-0.5
1,Walking,5008100000000.00,3.91,7.44,0.65
1,Walking,5008150000000.00,2.79,10.76,1.88
1,Walking,5008200000000.00,7.21,10.76,-0.3
1,Walking,5008250000000.00,11.56,10.57,1.04
1,Walking,5008300000000.00,11.14,13.33,4.82
1,Walking,5008350000000.00,5.41,15.94,0.19
1,Walking,5008400000000.00,0.99,19.57,-4.71
1,Walking,5008450000000.00,-3.34,13.38,-1.33
1,Walking,5008560000000.00,1.08,1.08,-1.33
1,Walking,5008560000000.00,1.08,1.08,-1.33
1,Walking,5008610000000.00,-5.18,3.21,-2.87
1,Walking,5008660000000.00,-1.27,8.62,6.13
1,Walking,5008710000000.00,19.19,18.24,2.15
1,Walking,5008760000000.00,4.52,4.71,-0.3
1,Walking,5008820000000.00,-1.8,17.82,-1.95
1,Walking,5008870000000.00,-1.88,8.62,-3.95
1,Walking,5008920000000.00,1.12,10.61,-2.49
1,Walking,5008970000000.00,3.06,9.96,-2.26
1,Walking,5009020000000.00,4.67,6.66,-1.88
1,Walking,5009070000000.00,5.9,6.32,-1.84
1,Walking,5009120000000.00,5.33,9.92,1.04
1,Walking,5009170000000.00,4.63,10.27,2.18
1,Walking,5009220000000.00,6.59,10.95,0.99
1,Walking,5009270000000.00,12.76,11.14,2.41
1,Walking,5009320000000.00,8.5,11.22,2.76
1,Walking,5009370000000.00,5.79,17.73,-1.31
1,Walking,5009420000000.00,-1.08,19.53,-7.93
1,Walking,5009470000000.00,-4.67,8.73,-0.23
1,Walking,5009520000000.00,2.37,2.15,-2.37
1,Walking,5009570000000.00,2.41,1.31,-0.42
1,Walking,5009620000000.00,-4.99,2.83,-1.92
1,Walking,5009670000000.00,3.26,10.12,8.39
1,Walking,5009720000000.00,17.82,17.08,6.97
1,Walking,5009770000000.00,2.83,5.01,-6.55
1,Walking,5009820000000.00,0.31,18.12,-1.99
1,Walking,5009870000000.00,-3.57,8.08,-2.96
1,Walking,5009920000000.00,-0.23,11.11,-1.76
1,Walking,5009970000000.00,2.37,10.34,-1.88
1,Walking,5010020000000.00,4.37,6.85,-2.34
1,Walking,5010070000000.00,6.05,6.66,-1.69
1,Walking,5010120000000.00,4.48,10.27,2.41
1,Walking,5010170000000.00,6.09,10,0.31
1,Walking,5010220000000.00,7.67,10.84,2.49
1,Walking,5010270000000.00,10.8,11.37,2.72
1,Walking,5010320000000.00,7.97,12.15,1.65
1,Walking,5010370000000.00,5.71,16.89,-0.72
1,Walking,5010420000000.00,0.27,19.57,-7.21
1,Walking,5010470000000.00,-2.18,9.96,-2.11
1,Walking,5010520000000.00,1.88,2.79,-1.42
1,Walking,5010570000000.00,0.27,2.03,-1.5
1,Walking,5010620000000.00,-6.28,3.76,-3.11
1,Walking,5010670000000.00,-3.3,8.89,4.75
1,Walking,5010720000000.00,19.38,18.73,-0.76
1,Walking,5010770000000.00,8.16,4.37,-4.63
1,Walking,5010820000000.00,-0.89,17.05,-2.53
1,Walking,5010870000000.00,-5.41,9.72,-4.33
1,Walking,5010920000000.00,-2.03,11.26,-0.3
1,Walking,5010970000000.00,1.61,9.66,-1.84
1,Walking,5011020000000.00,4.79,7.44,-1.73
1,Walking,5011070000000.00,5.98,7.12,-1.61
1,Walking,5011120000000.00,3.41,9.47,1.27
1,Walking,5011170000000.00,5.98,9.77,0.46
1,Walking,5011220000000.00,7.46,11.92,1.88
1,Walking,5011270000000.00,12.53,10.95,2.76
1,Walking,5011320000000.00,9.38,12.64,1.65
1,Walking,5011370000000.00,5.63,17.82,-1.53
1,Walking,5011420000000.00,-0.65,19.42,-8.77
1,Walking,5011470000000.00,-2.56,6.74,0.42
1,Walking,5011520000000.00,1.31,3.64,-1.73
1,Walking,5011570000000.00,-0.84,0.95,-1.38
1,Walking,5011620000000.00,-7.31,3.41,-2.87
1,Walking,5011670000000.00,7.46,13.29,9.53
1,Walking,5011720000000.00,16.78,14.67,3.76
1,Walking,5011770000000.00,1.38,12.03,2.34
1,Walking,5011820000000.00,-2.34,11.73,-6.32
1,Walking,5011870000000.00,-1.88,9.47,-4.37
1,Walking,5011920000000.00,1.57,12.03,-3.3
1,Walking,5011970000000.00,3.17,8.77,-2.26
1,Walking,5012020000000.00,4.44,6.63,-0.91
1,Walking,5012070000000.00,4.75,7.08,0.23
1,Walking,5012120000000.00,3.3,10.12,1.65
1,Walking,5012170000000.00,6.89,9.04,-0.23
1,Walking,5012220000000.00,7.35,11.69,-0.19
1,Walking,5012270000000.00,12.68,11.99,3.6
1,Walking,5012320000000.00,6.4,12.11,2.49
1,Walking,5012370000000.00,5.56,17.88,-2.18
1,Walking,5012420000000.00,-0.53,18.96,-9
1,Walking,5012470000000.00,-0.91,7.25,1.99
1,Walking,5012520000000.00,2.87,3.06,-1.8
1,Walking,5012570000000.00,-0.84,2.56,-1.88
1,Walking,5012620000000.00,-7.08,4.33,-2.49
1,Walking,5012670000000.00,1.5,10.88,9.23
1,Walking,5012720000000.00,18.58,17.27,1.61
1,Walking,5012770000000.00,1.84,3.72,-4.44
1,Walking,5012820000000.00,1.88,19.42,3.11
1,Walking,5012870000000.00,-3.15,7.27,-5.71
1,Walking,5012920000000.00,0.27,7.93,-3.06
1,Walking,5012970000000.00,2.72,11.6,-1.84
1,Walking,5013020000000.00,4.18,7.5,-1.42
1,Walking,5013070000000.00,3.79,6.4,-0.89
1,Walking,5013120000000.00,4.1,10.08,-0.3
1,Walking,5013170000000.00,7.06,9.7,2.72
1,Walking,5013220000000.00,7.4,10.57,0.19
1,Walking,5013270000000.00,11.26,10.15,3.45
1,Walking,5013320000000.00,7.7,11.6,2.18
1,Walking,5013370000000.00,5.94,17.77,-2.22
1,Walking,5013420000000.00,-0.53,19.57,-7.16
1,Walking,5013470000000.00,-3.11,9.81,-2.64
1,Walking,5013520000000.00,3.6,3.06,1.12
1,Walking,5013590000000.00,1.61,4.06,-0.8
1,Walking,5013640000000.00,-7.04,3.38,-3.68
1,Walking,5013690000000.00,6.4,11.3,11.37
1,Walking,5013740000000.00,18.05,14.48,2.34
1,Walking,5013790000000.00,0.42,4.67,-7.65
1,Walking,5013840000000.00,1.5,19.19,1.57
1,Walking,5013890000000.00,-4.06,8.28,-2.53
1,Walking,5013940000000.00,0.34,11.14,-1.42
1,Walking,5013990000000.00,3.15,10.76,-2.14
1,Walking,5014040000000.00,4.56,5.6,-3.11
1,Walking,5014090000000.00,4.86,6.82,0.38
1,Walking,5014140000000.00,4.6,10.8,2.15
1,Walking,5014190000000.00,6.28,8.43,-0.08
1,Walking,5014240000000.00,7.31,11.45,-0.89
1,Walking,5014290000000.00,11.37,12.22,4.25
1,Walking,5014340000000.00,5.6,12.95,1.84
1,Walking,5014390000000.00,2.64,17.97,-5.56
1,Walking,5014440000000.00,0,18.16,-2.72
1,Walking,5014490000000.00,-1.5,10.08,-3.98
1,Walking,5014540000000.00,2.53,3.15,-0.3
1,Walking,5014590000000.00,-2.3,2.6,-1.18
1,Walking,5014640000000.00,-8.54,3.53,-3.26
1,Walking,5014690000000.00,5.33,11.22,10.27
1,Walking,5014740000000.00,18.66,15.79,3.41
1,Walking,5014790000000.00,4.1,8.28,-3.45
1,Walking,5014840000000.00,-1.18,15.21,-3.21
1,Walking,5014890000000.00,-3.95,7.31,-3.95
1,Walking,5014940000000.00,-0.34,11.96,-2.14
1,Walking,5014990000000.00,2.6,10.42,-2.72
1,Walking,5015040000000.00,5.28,6.74,-1.23
1,Walking,5015090000000.00,6.36,6.82,0.65
1,Walking,5015140000000.00,3.06,9,0.31
1,Walking,5015190000000.00,4.56,10.08,-0.27
1,Walking,5015240000000.00,5.6,11.5,0.69
1,Walking,5015290000000.00,9.58,11.99,1.84
1,Walking,5015340000000.00,7.89,11.75,3.68
1,Walking,5015390000000.00,5.41,15.05,-1.27
1,Walking,5015440000000.00,0.57,19.53,-5.13
1,Walking,5015490000000.00,-1.14,11.84,-3.76
1,Walking,5015540000000.00,3.53,4.56,-0.61
1,Walking,5015590000000.00,0.11,3.3,-1.27
1,Walking,5015640000000.00,-4.02,4.1,-1.88
1,Walking,5015690000000.00,-7.7,4.75,-1.8
1,Walking,5015740000000.00,19.08,18.92,1.14
1,Walking,5015790000000.00,9.85,4.06,-1.31
1,Walking,5015840000000.00,-1.76,16.44,2.37
1,Walking,5015890000000.00,-5.05,13.53,-5.43
1,Walking,5015940000000.00,-1.76,10.61,-1.31
1,Walking,5015990000000.00,2.07,11.35,-2.64
1,Walking,5016040000000.00,4.82,9,-2.3
1,Walking,5016090000000.00,6.82,6.47,-0.5
1,Walking,5016140000000.00,3.79,7.35,1.88
1,Walking,5016190000000.00,4.21,9.7,-0.23
1,Walking,5016240000000.00,8.28,10.88,1.04
1,Walking,5016290000000.00,9.11,12.3,1.04
1,Walking,5016340000000.00,9.43,12.34,2.87
1,Walking,5016390000000.00,5.43,13.67,-0.38
1,Walking,5016440000000.00,2.64,19.11,-2.91
1,Walking,5016490000000.00,-1.57,16.09,-9.38
1,Walking,5016540000000.00,0.46,6.32,1.84
1,Walking,5016590000000.00,0.04,2.76,-1.31
1,Walking,5016640000000.00,-5.09,2.64,-1.92
1,Walking,5016690000000.00,-6.17,5.9,5.94
1,Walking,5016740000000.00,19.57,16.63,-3.3
1,Walking,5016790000000.00,10.5,8.81,-0.99
1,Walking,5016840000000.00,-2.49,16.04,0.76
1,Walking,5016890000000.00,-5.56,9.19,-6.51
1,Walking,5016940000000.00,-1.42,12.37,-1.27
1,Walking,5016990000000.00,1.88,10.57,-3.36
1,Walking,5017040000000.00,4.29,7.46,-0.57
1,Walking,5017090000000.00,5.52,6.13,-0.84
1,Walking,5017140000000.00,5.37,8.69,3.21
1,Walking,5017190000000.00,5.01,10.12,-0.99
1,Walking,5017240000000.00,5.79,10.27,-0.91
1,Walking,5017290000000.00,11.73,11.18,1.31
1,Walking,5017340000000.00,8.54,13.59,4.71
1,Walking,5017390000000.00,6.66,15.32,-1.95
1,Walking,5017440000000.00,2.41,19.57,-5.43
1,Walking,5017490000000.00,-2.79,12.98,-5.71
1,Walking,5017540000000.00,-0.27,4.99,0.69
1,Walking,5017590000000.00,0.08,0.99,-1.33
1,Walking,5017640000000.00,-4.82,2.64,-1.53
1,Walking,5017690000000.00,-5.05,10.27,6.47
1,Walking,5017740000000.00,19.53,16.59,-1.73
1,Walking,5017790000000.00,10.53,5.9,-3.17
